learner_key,first_name,last_name,program_key,start_term_key,campus,enrollment_intensity,learner_status,is_veteran
11249,Robert,Miller,6,4,Online,Full-Time,Graduated,No
11250,Omar,Kim,2,3,Provo,Full-Time,Active,No
11251,Sofia,Jones,2,5,Online,Full-Time,Leave of Absence,No
11252,Jennifer,Martinez,1,1,Provo,Full-Time,Active,No
11253,Jordan,Martinez,2,9,Salt Lake City,Part-Time,Active,No
11254,Yuki,Johnson,6,7,Provo,Full-Time,Active,No
11255,William,Brown,1,8,Online,Full-Time,Active,No
11256,Morgan,Silva,2,6,Salt Lake City,Full-Time,Active,No
11257,Elizabeth,Nguyen,4,6,St. George,Part-Time,Graduated,No
11258,Morgan,Jones,1,7,St. George,Full-Time,Active,Yes
11259,Taylor,Patel,1,8,St. George,Part-Time,Withdrawn,No
11260,Casey,Johnson,2,4,Provo,Full-Time,Active,No
11261,Yuki,Lopez,4,9,Online,Full-Time,Leave of Absence,No
11262,Jennifer,Ivanov,1,7,Salt Lake City,Full-Time,Active,No
11263,Elizabeth,Johnson,3,3,Provo,Part-Time,Active,No
11264,Riley,Anderson,2,9,St. George,Part-Time,Leave of Absence,No
11265,Alex,Garcia,2,5,St. George,Full-Time,Active,No
11266,Priya,Novak,1,9,St. George,Part-Time,Active,No
11267,Riley,Davis,1,5,Salt Lake City,Full-Time,Graduated,No
11268,Rowan,Choi,3,5,Salt Lake City,Full-Time,Withdrawn,No
11269,James,Okafor,1,2,St. George,Part-Time,Active,No
11270,Casey,Wilson,6,9,St. George,Part-Time,Active,No
11271,Quinn,Novak,1,1,Ogden,Full-Time,Graduated,No
11272,Priya,Gonzalez,1,2,Ogden,Full-Time,Graduated,No
11273,Aisha,Ivanov,1,5,Online,Full-Time,Active,No
11274,Yuki,Thomas,4,7,Salt Lake City,Part-Time,Active,No
11275,Michael,Novak,1,3,Provo,Part-Time,Active,Yes
11276,Avery,Williams,5,7,Provo,Full-Time,Graduated,No
11277,Jennifer,Jones,2,7,Salt Lake City,Full-Time,Active,No
11278,Aisha,Ferrara,1,1,Salt Lake City,Full-Time,Graduated,No
11279,William,Smith,1,3,Salt Lake City,Full-Time,Withdrawn,No
11280,Michael,Haddad,5,2,St. George,Part-Time,Active,No
11281,Jordan,Patel,1,8,Ogden,Full-Time,Active,Yes
11282,Yuki,Berg,1,5,Online,Full-Time,Active,Yes
11283,James,Okafor,1,7,Ogden,Full-Time,Active,No
11284,Morgan,Davis,3,2,Salt Lake City,Part-Time,Active,No
11285,Sofia,Ferrara,3,2,Salt Lake City,Full-Time,Active,No
11286,Riley,Silva,1,9,Online,Full-Time,Active,No
11287,Morgan,Rodriguez,3,5,Online,Part-Time,Active,No
11288,Omar,Ferrara,5,2,Provo,Full-Time,Graduated,No
11289,Morgan,Kim,2,8,Online,Part-Time,Graduated,No
11290,Linda,Lopez,1,3,Ogden,Part-Time,Active,No
11291,Aisha,Hernandez,3,7,Provo,Full-Time,Graduated,No
11292,David,Patel,2,9,Provo,Part-Time,Active,No
11293,Quinn,Lopez,2,4,Salt Lake City,Full-Time,Graduated,No
11294,Casey,Ferrara,1,9,Salt Lake City,Full-Time,Active,No
11295,Casey,Berg,2,3,St. George,Part-Time,Active,No
11296,Morgan,Rossi,5,1,Provo,Part-Time,Graduated,No
11297,Priya,Brown,3,7,St. George,Full-Time,Active,No
11298,James,Jones,3,3,Salt Lake City,Full-Time,Active,No
11299,Casey,Novak,1,3,St. George,Part-Time,Active,No
11300,Priya,Smith,4,8,Ogden,Full-Time,Graduated,No
11301,Riley,Nguyen,5,1,Provo,Full-Time,Graduated,No
11302,Nadia,Rodriguez,2,8,St. George,Part-Time,Graduated,No
11303,Taylor,Nguyen,2,3,Online,Full-Time,Active,No
11304,Riley,Berg,2,1,St. George,Full-Time,Active,No
11305,Linda,Berg,2,6,Online,Full-Time,Graduated,No
11306,Morgan,Williams,3,4,Ogden,Part-Time,Active,No
11307,William,Smith,1,2,Ogden,Full-Time,Active,No
11308,Taylor,Kim,3,1,St. George,Full-Time,Active,No
11309,Taylor,Martinez,5,1,Salt Lake City,Part-Time,Active,No
11310,Fatima,Gonzalez,6,9,Ogden,Full-Time,Active,No
11311,Jennifer,Brown,1,7,St. George,Full-Time,Withdrawn,No
11312,Casey,Silva,2,1,Online,Full-Time,Active,No
11313,Luis,Silva,1,4,Provo,Full-Time,Withdrawn,No
11314,Maria,Anderson,2,9,Provo,Part-Time,Withdrawn,No
11315,Priya,Haddad,3,7,Online,Full-Time,Active,No
11316,Elizabeth,Okafor,3,2,Online,Full-Time,Withdrawn,No
11317,Luis,Ivanov,1,5,Salt Lake City,Part-Time,Active,No
11318,Rowan,Kim,1,5,Ogden,Part-Time,Active,Yes
11319,Michael,Rodriguez,4,8,Online,Full-Time,Active,No
11320,Omar,Martinez,6,8,Online,Part-Time,Active,No
11321,Jennifer,Choi,5,3,St. George,Part-Time,Active,No
11322,Yuki,Diallo,3,9,Salt Lake City,Full-Time,Active,No
11323,Omar,Brown,1,9,Ogden,Part-Time,Active,No
11324,Omar,Anderson,2,2,Salt Lake City,Part-Time,Active,No
11325,Riley,Novak,3,8,Salt Lake City,Part-Time,Active,No
11326,Maria,Chen,1,6,Online,Full-Time,Active,No
11327,David,Jones,2,5,Online,Full-Time,Active,No
11328,Fatima,Gonzalez,1,1,Salt Lake City,Part-Time,Leave of Absence,No
11329,Omar,Smith,6,4,Online,Part-Time,Active,No
11330,Linda,Williams,1,3,Ogden,Part-Time,Active,No
11331,Jordan,Williams,2,5,Online,Part-Time,Active,No
11332,Robert,Thomas,1,4,Online,Full-Time,Active,No
11333,David,Ivanov,2,7,St. George,Full-Time,Graduated,Yes
11334,Yuki,Anderson,1,6,Provo,Part-Time,Active,No
11335,Kenji,Smith,1,7,Online,Full-Time,Active,No
11336,Kenji,Miller,3,2,Online,Full-Time,Active,No
11337,Diego,Kim,1,4,Salt Lake City,Part-Time,Withdrawn,No
11338,Omar,Brown,1,5,Online,Part-Time,Active,No
11339,Fatima,Hernandez,2,9,Salt Lake City,Full-Time,Active,No
11340,David,Wilson,2,9,Online,Part-Time,Graduated,No
11341,Priya,Chen,3,7,Salt Lake City,Full-Time,Graduated,No
11342,Robert,Brown,1,1,Online,Full-Time,Graduated,No
11343,Omar,Wilson,2,1,Provo,Full-Time,Graduated,No
11344,Michael,Brown,3,2,Ogden,Part-Time,Active,No
11345,James,Ivanov,5,7,Provo,Part-Time,Active,No
11346,Luis,Ferrara,3,5,Online,Full-Time,Withdrawn,No
11347,James,Berg,1,1,St. George,Part-Time,Active,No
11348,Linda,Miller,6,7,St. George,Part-Time,Active,No
11349,Aisha,Gonzalez,5,7,Provo,Part-Time,Active,No
11350,Priya,Ivanov,2,7,Provo,Full-Time,Active,No
11351,Riley,Hernandez,5,5,Provo,Full-Time,Withdrawn,No
11352,Priya,Patel,1,3,Salt Lake City,Part-Time,Active,Yes
11353,Aisha,Diallo,6,6,Provo,Part-Time,Active,No
11354,Diego,Johnson,5,7,Ogden,Full-Time,Graduated,No
11355,Sofia,Chen,3,2,Salt Lake City,Full-Time,Active,No
11356,Michael,Choi,1,3,Ogden,Full-Time,Active,No
11357,Michael,Okafor,2,1,Salt Lake City,Full-Time,Active,No
11358,Patricia,Ivanov,2,6,Provo,Full-Time,Graduated,No
11359,Maria,Lopez,5,1,Online,Full-Time,Active,No
11360,Alex,Patel,4,2,Salt Lake City,Full-Time,Active,No
11361,Casey,Davis,2,4,Salt Lake City,Full-Time,Active,No
11362,David,Okafor,2,2,Ogden,Part-Time,Active,No
11363,Sofia,Miller,2,9,Ogden,Full-Time,Withdrawn,No
11364,Morgan,Kim,5,5,St. George,Part-Time,Leave of Absence,No
11365,Patricia,Wilson,1,8,St. George,Part-Time,Active,No
11366,Elizabeth,Lopez,3,7,Ogden,Full-Time,Active,No
11367,Robert,Martinez,5,9,St. George,Part-Time,Active,No
11368,Riley,Lopez,1,6,Provo,Full-Time,Active,No
11369,Morgan,Smith,2,3,Ogden,Full-Time,Graduated,No
11370,David,Williams,1,6,Online,Part-Time,Withdrawn,No
11371,Priya,Chen,2,2,Salt Lake City,Part-Time,Graduated,No
11372,Jordan,Ivanov,2,6,Online,Part-Time,Active,No
11373,William,Hernandez,2,2,St. George,Part-Time,Active,No
11374,Omar,Kim,1,1,Salt Lake City,Part-Time,Graduated,No
11375,David,Ferrara,5,7,St. George,Full-Time,Active,No
11376,Luis,Wilson,1,8,Ogden,Part-Time,Active,No
11377,Maria,Thomas,1,2,St. George,Full-Time,Graduated,No
11378,Aisha,Ferrara,3,8,Salt Lake City,Part-Time,Active,No
11379,Alex,Jones,1,4,Salt Lake City,Part-Time,Active,No
11380,Avery,Novak,4,4,Ogden,Full-Time,Active,No
11381,Jordan,Brown,5,5,Salt Lake City,Part-Time,Withdrawn,No
11382,Riley,Ferrara,3,7,Provo,Part-Time,Active,No
11383,Diego,Brown,5,7,St. George,Full-Time,Graduated,No
11384,Kenji,Thomas,3,5,Provo,Full-Time,Active,No
11385,Nadia,Choi,1,2,Provo,Full-Time,Active,No
11386,Alex,Silva,1,8,Provo,Part-Time,Active,No
11387,Nadia,Kim,1,2,St. George,Part-Time,Active,No
11388,Omar,Nguyen,1,8,Salt Lake City,Full-Time,Graduated,No
11389,Jennifer,Miller,2,8,Online,Full-Time,Withdrawn,No
11390,Elizabeth,Okafor,1,5,Salt Lake City,Full-Time,Withdrawn,No
11391,Yuki,Anderson,1,2,Provo,Part-Time,Active,No
11392,Taylor,Lopez,2,2,Online,Full-Time,Withdrawn,No
11393,Patricia,Rodriguez,2,9,Ogden,Full-Time,Active,No
11394,Avery,Gonzalez,4,7,Provo,Part-Time,Active,No
11395,Jordan,Okafor,2,7,Provo,Full-Time,Active,No
11396,Quinn,Williams,1,1,St. George,Full-Time,Graduated,No
11397,Morgan,Davis,5,7,Ogden,Part-Time,Active,No
11398,Priya,Chen,5,6,Ogden,Full-Time,Graduated,No
11399,Diego,Williams,4,4,Provo,Full-Time,Active,No
11400,Robert,Hernandez,2,1,Salt Lake City,Full-Time,Graduated,No
